id,text,target,language,HS,TR,AG,__index_level_0__
361,The government filed paperwork with the judge saying that the ACLU and its clients should bear much of the responsibility for finding deported parents in Central America. https://t.co/4g9tAfkLmg,mig,en,0,0,0,160
362,"Then no need to even buy your products, no biggie, love our Trump period @potus @realDonaldTrump #BuildTheWall #LockThemUp #EndDACA now !!!!!!!!!!!",mig,en,1,0,0,161
363,Illegal Alien unlicensed Drunk Driver rams Ambulance kills 3 year old being rushed to hospital. #EndDACA #NoAmnesty #EnforceUSLaws#KeepAmericaSafe#DeportThemAll,mig,en,1,0,1,162
364,"“Be fearless, be kind, get to know your neighbors.” This is what Mandy Manning, 2018 National Teacher of the Year and friend of @WRSpokane, teaches her #refugee and #immigrant students. Read her story âž https://t.co/UaolUHZDAc https://t.co/qM5oy6iXRP",mig,en,0,0,0,163
365,These are the stakes. This is what's happening to immigrants who Trump is targeting.   It is not an exaggeration to say that Trump's detention and deportation machine is a life-or-death issue for immigrant families.   #FamiliesBelongTogether   https://t.co/uh4BmkIRbO,mig,en,0,0,0,164
366,"@louisbeamerboy Good one! “The government predicts that in 2030, immigration will overtake new births as the dominant driver of population growth.” PREDICTS = causes by failure to stop. #BuildTheDamnWall",mig,en,1,0,0,165
367,@realDonaldTrump We need the wall now Mr. President. Don't listen to the lifetime politicians. Listen to your voters and #BuildThatWall,mig,en,1,0,1,166
368,Algerie send a clear message for refugees. About 400 refugees are leaved in the desert without water today. Its only few time till they will die. This will stop all refugees to try to went over the territory of Republic of Algerie https://t.co/Tsfcv4Shin,mig,en,1,0,1,167
369,"No Christians among 1,112 Syrian refugees resettled in #UK https://t.co/Z7Vlq83DBg",mig,en,0,0,0,168
370,Labor migrants transfer almost $ 10 billion a year to Ukraine https://t.co/sVUPqDoH2q,mig,en,0,0,0,169
371,sharia Law Tessa is that not tony Blair's wife   no y do you let islam law into the country stupid woman with stupid promises she cant keep,mig,en,0,0,0,170
372,"@ndrew_lawrence He is 100% accurate. Diversity is our greatest weakness. Unity is our strength. United we stand, divided we fall. #BuildTheWall #DeportThemAll #StopTheInvasion #AmericaFirst",mig,en,1,0,1,171
373,@RepLowenthal Asylum seekers should enter at a LEGAL #USA port of entry & not enter illegally! Separation only occurs with those breaking American #immigration law! #WakeUp #Democrats to lies & #WalkAway #MAGA #BuildThatWall,mig,en,1,0,0,172
374,#Libya : humanitarian repatriation after 164 #illegal_migrants asked to go back to their home countries.â†’  https://t.co/H77Po9cW1U https://t.co/vHDxwGvgpP,mig,en,0,0,0,173
375,I am all for this!! #BuildThatWall,mig,en,1,0,1,174
376,PALLYWOOD* IN THE AEGEAN? Caught in the act: Film crew staging fake Muslim migrant drownings at sea on the Greek island of Crete https://t.co/xmo6aLWLgh via @barenakedislam Fake news...,mig,en,0,0,0,175
377,"Say it loud, say it clear, illegal #immigrants are not welcome here https://t.co/x1q9gOzmVZ",mig,en,1,0,0,176
378,The chances that #Rohingya refugees may benefit from parliament's shake up are still slim https://t.co/veUcIqF6TQ #ucanews #voiceforthevoiceless #refugees #SocialJustice #Myanmar #AungSanSuuKyi @MyMissionReview @OfficialSuuKyi @UNDP_Myanmar @VoiceRohingya @bbcburmese @MizzimaNews,mig,en,0,0,0,177
379,"@DrARWN We need a moratorium on all immigration, legal or otherwise, esp from non-European countries",mig,en,0,0,0,178
380,True @smritiiraniFor @RahulGandhi#women#Dalits#Muslims#IllegalImmigrantsAll just only vote banks #votebank https://t.co/YRUDnSWTyq,mig,en,0,0,0,179
381,Immigrant youth are #HereToStay! ✊🏾   https://t.co/KyeBdGixba,mig,en,0,0,0,180
382,Passion. Place. &amp; Purpose - Sat 15 Sept 2018 - BOOK NOW https://t.co/vw4XSunrcq Methodists Dismiss Complaint Against Jeff Sessions Over Using Bible to Defend Family Separation https://t.co/xuGMEL5fZo,mig,en,0,0,0,181
383,Build the WALL!                    Undocumented immigrant arrested in connection with rape of 11-year-old girl:https://t.co/i5zGw9VKGe,mig,en,0,0,0,182
384,@TheEconomist Stop the immigration of all 40 muslimcountries quick.,mig,en,1,0,0,183
385,"If this is implemented well, could be good news for Philadelphians. https://t.co/Ra5CndDjbH",mig,en,0,0,0,184
386,"@TelegraphNews We stand with the woman of Cologne ,Add France it seems young Arab Immigrants want to do a ISIS and abuse deport them or jail",mig,en,0,0,0,185
387,.@TheDemocrats .@KamalaHarris .@chuckschumer .@NancyPelosi .@CoryBooker .@Ocasio2018 AMERICANS WANT SAFETY SECURITY FROM ILLEGAL DRUGS GANGS & CRIMINALS 1st#BuildTheDamnWall #BuildThatWall,mig,en,1,0,1,186
388,"Problem with the books being referred to is that they were written 30 years ago. Massive changes in China, definitely no mass emigration to US, perhaps just the opposite. https://t.co/LBveD83yHG",mig,en,0,0,0,187
389,"No wonder so many ""refugees"" are accused of fraud--it permeates the whole program. https://t.co/n0cKsphw1d",mig,en,1,0,1,188
390,"@ABCPolitics @ABC The current #GOP #Congress doesn't care what #Americans think. Most want Obamacare, most support the Mueller investigation, they don't support the tax scam, most want #responsibleguncontrol, most don't want to #BuildThatWall. Stop voting",mig,en,1,0,1,189
391,"Border agent killed, partner injured by illegal immigrants using rocks, report says https://t.co/z3juJvIuXl#OperationBodyCount #PreventableDeath",mig,en,1,0,0,190
392,"Trump means that immigration to Europe will destroy Europe,hes again right. We alive a new president which makes a good job for USA and European rulers have to be his housedogs and make everything what he like. https://t.co/OO005bPfGk",mig,en,1,0,0,191
393,#EU offers states funding to take in migrants https://t.co/GktDSlESju,mig,en,0,0,0,192
394,Zuckerberg: Facebook won’t delete Holocaust denial posts https://t.co/vN2VLJBdUh,mig,en,0,0,0,193
395,"#Dobbs #Budget #Congress #PresidentTrump #Appropriations #BuildThatWall..if as much of the wall is secured, away from Congress, more can be extracted in negotiations for DACA: limiting chain migration, visa lottery, etc., as well as merit-based immigration principles (RAISEact)",mig,en,1,0,0,194
396,100 Bangladeshi Nationals Apprehended near Texas Border in 3 Weeks via @BreitbartNews #NoAmnesty #DeportIllegals #BuildThatWall #TRUMP #MAGA #MASA,mig,en,1,0,0,195
397,Italy tests EU’s hailed migrant agreement as Conte refuses to accept 450 rescued migrants https://t.co/8pJoEQxSfo,mig,en,0,0,0,196
398,When it gets too hot for life there we should only accept female climate refugees until the regime renounces their patriarchal ways. Otherwise let them roast.,mig,en,1,0,1,197
399,"No your not! You are scroungers/soldiers coming to create a caliphate or create chaos. Go home, look after your girlfriends/wives/kids. All fighting age. The last thing you are, are refugees! Bugger off! Bye, bey, cheers.... https://t.co/Mzb4AdRXwh",mig,en,1,0,1,198
400,"The result of industrial scale #immigration has been quite unprecedented.Inflows of people into lower-paid work, has had a negative impact on the wages of the lowest paid, as the Bank of England confirmed in 2015.#brexit #Brexiteers #BrexitBetrayal #brexitshambles #bitcoin",mig,en,0,0,0,199
401,Easy solution no benefits after child 2 and wife 1 and no votes for 1st and 2nd generation immigrants simple solution.   No combined benefits and no guarantees of jobs or homes unless they apply before arrival NO MORE SOFT TOUCHES ps Gulf States and Saudi intake of 'refugees' = 0 https://t.co/kkENr9GPph,mig,en,1,0,0,200
402,"@eScarry @vdare https://t.co/aldUrQnEcUKathryn Steinle, who was murdered by an illegal Mexican immigrant on July 1, 2015.",mig,en,1,1,0,201
403,"@CartrettJanel @HMLoeschMcK @realDonaldTrump @SenGillibrand @USBorderSec Solar-powered laser stations along that entire southern border, with live cams, so we can watch the barbecue, is a faster build.Then call it #OperationCookOut#MAGA #QAnon #BuildThatW",mig,en,1,0,1,202
404,Cultural Diversity: The American Culture is fastly becoming the minority culture. But we are the only ones required to take cultural diversity training? No one should be in America without having to learn American Culture. #BuildThatWall #ice #SCOTUS #TrumpRally,mig,en,1,0,1,203
405,Media silence on this too. https://t.co/mSMg4nF57O,mig,en,0,0,0,204
406,"You mean, some of the asylum seekers are criminals?! WhaaaaasAAAAAAAAA?! #LiberalLogic #closeborders #deportillegalimmigrants #BuildThatWall",mig,en,1,0,0,205
407,"https://t.co/L7Zmdmin9BGermanyðŸ•³life at EU CoreðŸ‘‰54,000 “relatives” of migrants came to ðŸ‡©ðŸ‡ª last year for “reunification”. Little Sisters @CSU wanted new limits at 1,000/month bt embassies already report 34,000 new requests. No end to delusions of Merkel, CSU.#Visegrad #V4 https://t.co/36UakphNT8",mig,en,0,0,0,206
408,"Report: Immigrant Deportation, Separation Can Have ‘Lifelong Impacts’ https://t.co/KJY1vdTM3y #ChicagoTonight https://t.co/jIdhpFdCCp",mig,en,0,0,0,207
409,"Refugees, spying, attacking media, putting immigrant kids in cages, War, nice w/ murderous dictators, neglecting the black community &amp; mass deportations. All things Trump is accused of, but what Obama actually did. Guess which 1 has a holiday &amp; a Nobel Peace Prize #StopTheBias https://t.co/g0kRxmppPY",mig,en,0,0,0,208
410,"#EU migration policy has killed over 1,500 refugees at sea so far this year https://t.co/LFr3XUbzwJ",mig,en,0,0,0,209
411,"@BetterDwelling @KMGVictoria To ignore the role of the immigration invasion and White Genocide in the housing disaster isn't just irresponsible, its criminal.https://t.co/HFGW0AGyPihttps://t.co/kywyK2rg1k",mig,en,1,0,0,210
412,Poland: our country is safe because we haven't taken in refugees. - https://t.co/ecnpLoC3SW https://t.co/EkykeoBPJD,mig,en,1,0,0,211
413,You are right on!  He prefers illegal migrants law breakers to American citizens!  I would NEVER vote for him again! https://t.co/r6quw0AjYo,mig,en,1,0,0,212
414,"The same Max Mosley who published a by-election leaflet saying: ""Coloured immigration threatens your children's health,""  https://t.co/5Uboz1LKdl",mig,en,1,0,1,213
415,"Sheer racism and bigotry: Israeli lawmaker Oren Hazan on Black African refugee: ""they're getting married, they have kids. We'll stop this... They don't even have a culture... You need to destroy the problem when it's still small."" #Israel https://t.co/JFgI1y5y4u",mig,en,1,0,1,214
416,Hoping they will reconsider many things - esp. re. #Immigration https://t.co/2cGWzEELGT,mig,en,0,0,0,215
417,Anyone in Michigan able to drive an immigrant family from Detroit to Chicago on Wednesday? This group has driven moms across the country to be reunited w/ their kids. Now they have a family who needs help picking up documents in Chicago. DM me for details. https://t.co/AqchpSUihj,mig,en,0,0,0,216
418,Two things to learn from this article.  1) the people pushing wheelchairs in airports basically work for tips. Don’t neglect to show your appreciation.  2) the Huntleigh USA corporation sucks. https://t.co/NhrUIVRe8E https://t.co/IQ04MGxmu0,mig,en,0,0,0,217
419,"As we continue to serve immigrants and refugees in Memphis, the Mid-South, and across the country, it’s more... https://t.co/27qv4HnrT5",mig,en,0,0,0,218
420,"By pursuing such a reckless and irresponsible course of action, the US is not just creating a situation of hardship and cruelty for the Palestinian refugees,—",mig,en,0,0,0,219
421,"‘žMoscow is pressuring West into fixing the country (Syria) broken by Russia, Iran,and their client Assad regime.It is a form of blackmail: either lavish reconstruction funding on the regime or refugees won’t go home &amp; there may be more of them arriving” https://t.co/l6WSTTepxT",mig,en,0,0,0,220
422,#EU migration policy in focus https://t.co/q5ZIeCFOvo,mig,en,0,0,0,221
423,"Missed this from @ProPublica and @KCStar last week, but it will probably stay relevant for quite a while: @KrisKobach1787 has made a killing convincing towns to pass anti-immigrant ordinances and then (mostly unsuccessfully) defending them https://t.co/4TOsr0EnqR",mig,en,0,0,0,222
424,"#RT #AutumnLady by @AnneMarieDapp Mara McClain is a young Irish immigrant looking to begin anew in Victorian-era San Francisco, after the California Gold Rush #Amazon https://t.co/8kU8HeRvND @TorridBooks #romance #gr8books4u #mustread #histfic #BookBoost #BookWorm #goodreads https://t.co/h8plzn5LsQ",mig,en,0,0,0,223
425,"Fleeing for their lives, migrants trek for the US - TELL YOUR REPS NO MORE REFUGEES OR IMMIGRANTS https://t.co/7OhXa628WV via @YahooNews",mig,en,1,0,0,224
426,There is change in the air. Mainstrem media is even calling violent Iraqi by his immigration status ... REFUGEE! https://t.co/G1u1GDXHsM,mig,en,0,0,0,225
427,"Why daily 5000 refugees come from Eritrea ? First they want a better life, second the military service there needs long. They are 80 % accepted in the EU, which is wrong, because the only can come if they pay 8000 â‚¬ for illigal coorruption help. https://t.co/VWwX7oMZwW",mig,en,1,0,1,226
428,Damning UN report reveals state of global refugee crisis in 2017 https://t.co/6TT4n9Arhk,mig,en,0,0,0,227
429,"Anyone who has spent any time at all in Europe, Canada or the USA in the last two descades know Australia's problem isn't migrant numbers. It's inaction on infrastructure development. Our roads and public transport are closer to India's.",mig,en,0,0,0,228
430,MN: SOMALI MUSLIM IMMIGRANTS Explain Why It's Acceptable To Kill Anyone Who Insults Mohammed [VIDEO] https://t.co/pDiVQx40MQ via @100percFEDUP we don't worship Mohammed &amp; Sharia! Don't like it? Go home or we will deport you!,mig,en,1,0,1,229
431,"Raheem Kasam, “Incredible reports out of Germany about “commandos” foiling a terror plot by a Muslim migrant who had been stockpiling ricin for a shrapnel-packed... https://t.co/odSK6RMZ6A",mig,en,0,0,0,230
432,@RealDonaldTrump Keep Illegals Lock Up they Broke the Law ! Dont let them infect Aemricans with Diseases #Not1MoreIllegal#Trump #MAGA #Immigration https://t.co/5rAWBSx8bk,mig,en,1,0,1,231
433,Immigration gone crazy 100 trainee doctors from abroad what about Nurse Practitioners who are their equivalent get pain peanuts and are trained and come from the UK,mig,en,1,0,0,232
434,Here Are The Photos Of Obama’s Illegal Immigrant Detention Facilities The Media Won’t Show You https://t.co/CLq9h7tskK via @dailycaller,mig,en,0,0,0,233
435,Ridiculous!   Lots of USA citizens don’t even earn that much money while working to try to support themselves.  Refugees need to go Home!!! https://t.co/kKq5lS2aKN,mig,en,1,0,0,234
